algorithm,energy_j
FL-DQN,2.23004449589847
FL-DQN,1.8048553393121074
FL-DQN,2.033738067870819
FL-DQN,2.0588942337521794
FL-DQN,1.9400739618263665
FL-DQN,2.0643248091582644
FL-DQN,1.6772199669047008
FL-DQN,1.8426110723451319
FL-DQN,2.344246365792535
FL-DQN,2.361143576479426
FL-DQN,2.202300978866457
FL-DQN,2.2640941255888754
FL-DQN,1.561781394550457
FL-DQN,1.7723129875295431
FL-DQN,1.9253356232772532
FL-DQN,2.5797540623393695
FL-DQN,1.9248598461184534
FL-DQN,2.178777031909562
FL-DQN,2.0908092867811634
FL-DQN,2.0854696305754903
FL-DQN,1.9943526503510693
FL-DQN,1.7119921207457307
FL-DQN,1.3517206607634764
FL-DQN,2.307642195688574
FL-DQN,1.8520405312981907
FL-DQN,1.5518928332069462
FL-DQN,2.105110645040703
FL-DQN,2.100509458176569
FL-DQN,2.184294154755528
FL-DQN,2.267771768431609
FL-DQN,1.7794432713728918
FL-DQN,1.790004390399598
FL-DQN,1.9235112155846066
FL-DQN,2.1971936441732387
FL-DQN,1.4953666414850275
FL-DQN,2.030769520661902
FL-DQN,2.2237092378753607
FL-DQN,2.2138055472843536
FL-DQN,2.17005478036096
FL-DQN,2.25512012485893
FL-DQN,1.3406761504362326
FL-DQN,2.387232485497346
FL-DQN,2.07929718885761
FL-DQN,2.320316305202721
FL-DQN,1.7180877255407903
FL-DQN,1.579081557298724
FL-DQN,2.4287306444013534
FL-DQN,1.7776347596913165
FL-DQN,1.9253962628880583
FL-DQN,2.126589113710997
FL-DQN,2.1854927984692436
FL-DQN,2.2588199107674285
FL-DQN,2.0536126801737926
FL-DQN,1.746965786465831
FL-DQN,2.169591831801013
FL-DQN,2.1734134535360323
FL-DQN,1.5643916261153075
FL-DQN,2.3404843619968045
FL-DQN,1.403101852985531
FL-DQN,2.248259752782524
FL-DQN,1.8478136076661222
FL-DQN,2.1693222755080495
FL-DQN,2.1224466092718086
FL-DQN,1.9910905882626238
FL-DQN,2.1082607934512767
FL-DQN,1.9792523227006347
FL-DQN,2.1713481983768292
FL-DQN,2.524465222907691
FL-DQN,1.67810264224763
FL-DQN,1.234844881294837
FL-DQN,1.9002381759329805
FL-DQN,1.8838337840206332
FL-DQN,1.9093836379044862
FL-DQN,1.7776546510573732
FL-DQN,2.209384200608382
FL-DQN,1.668480930588395
FL-DQN,2.108186025373198
FL-DQN,2.15323174828569
FL-DQN,2.075951817689747
FL-DQN,2.116914386198222
FL-DQN,2.227824141374591
FL-DQN,2.012855667741656
FL-DQN,1.9168408127058434
FL-DQN,2.1167289052699676
FL-DQN,2.144087897026878
FL-DQN,2.2135234450925005
FL-DQN,1.589025737626285
FL-DQN,1.9559524350357063
FL-DQN,1.7443116110182342
FL-DQN,2.134631558386886
FL-DQN,2.174410201121063
FL-DQN,1.9341409565223002
FL-DQN,1.824975684329976
FL-DQN,2.1432712483822627
FL-DQN,1.9680218439216899
FL-DQN,2.3423519989095927
FL-DQN,2.425508732995877
FL-DQN,2.2401706516723734
FL-DQN,2.055837777451545
FL-DQN,2.438137972683835
FL-DQN,2.057772869739152
FL-DQN,1.8849934663002545
FL-DQN,1.837918295255343
FL-DQN,1.8311596250117317
FL-DQN,1.998471260639586
FL-DQN,2.1111408358789445
FL-DQN,1.6603623345233798
FL-DQN,1.8922577773837606
FL-DQN,2.051084243347375
FL-DQN,2.1544703045986116
FL-DQN,1.993778539500843
FL-DQN,2.0586819521188016
FL-DQN,1.702754622322269
FL-DQN,1.781171182957394
FL-DQN,1.9853931590518223
FL-DQN,2.1225322676455987
FL-DQN,2.0555127901236467
FL-DQN,1.7962821472251078
FL-DQN,1.9432251215484333
FL-DQN,2.3628412022904337
FL-DQN,2.130621975823175
FL-DQN,1.9609920695944627
FL-DQN,1.7537991771872847
FL-DQN,1.8287909318863815
FL-DQN,2.0015816869361776
FL-DQN,2.0662273036640015
FL-DQN,2.1357352268243743
FL-DQN,2.0931165402533156
FL-DQN,1.9111432730555156
FL-DQN,1.8773348241457808
FL-DQN,2.49127733174952
FL-DQN,1.866447842737308
FL-DQN,1.6899911131285046
FL-DQN,1.606707805267415
FL-DQN,1.9152346670888691
FL-DQN,2.2255961169600393
FL-DQN,1.8617725545581134
FL-DQN,2.3546034900663826
FL-DQN,1.9982524291667465
FL-DQN,2.2662939360192182
FL-DQN,1.8181469281933844
FL-DQN,1.82186798529925
FL-DQN,2.0218509687991935
FL-DQN,2.115813119922775
FL-DQN,1.9570502617841712
FL-DQN,2.0701917081633883
FL-DQN,2.1412366288280555
FL-DQN,1.659078636854392
FL-DQN,1.9181750121946064
FL-DQN,1.8755161930256585
FL-DQN,1.8871706821709915
FL-DQN,2.097650654844404
FL-DQN,1.8788505354602567
FL-DQN,1.5187813673091597
FL-DQN,1.943235523559762
FL-DQN,1.744542552498005
FL-DQN,2.119119675483811
FL-DQN,2.1933672780448927
FL-DQN,1.478041073594392
FL-DQN,1.8141843031903224
FL-DQN,2.0848095256206096
FL-DQN,1.6618699675516249
FL-DQN,2.1878386105232503
FL-DQN,2.251835968366933
FL-DQN,1.9611162478656234
FL-DQN,1.814261216115578
FL-DQN,1.445463769885925
FL-DQN,2.195366070742664
FL-DQN,2.4806088748823254
FL-DQN,2.430956287600437
FL-DQN,1.9532063558022787
FL-DQN,1.7377578037477046
FL-DQN,2.2010298143187517
FL-DQN,1.9695514937235137
FL-DQN,2.11475161367442
FL-DQN,2.072660408791267
FL-DQN,2.0223208314031536
FL-DQN,2.2468433128358076
FL-DQN,2.255760336567348
FL-DQN,1.874554955669225
FL-DQN,1.7784530068672577
FL-DQN,1.4002121985079548
FL-DQN,1.9169212735760495
FL-DQN,1.7376019619572798
FL-DQN,2.1006072605593014
FL-DQN,1.9193919356370968
FL-DQN,1.9454171239286493
FL-DQN,2.1948718629804516
FL-DQN,2.0953411232080987
FL-DQN,1.9719943856152022
FL-DQN,2.404742162224462
FL-DQN,2.1771557399199284
FL-DQN,1.9001933951014058
FL-DQN,1.9108992161714888
FL-DQN,2.1892111264409686
FL-DQN,2.048682967611077
FL-DQN,1.7309216695198455
FL-DQN,2.214731081546737
FL-DQN,2.301735728047251
FL-DQN,2.2835333283214028
FL-DQN,2.370259760363471
FL-DQN,2.496607551093678
FL-DQN,2.4151901684774963
FL-DQN,2.081758827622333
FL-DQN,1.949977309930166
FL-DQN,1.560895592719487
FL-DQN,2.002608282905611
FL-DQN,2.124592654138868
FL-DQN,2.010452697302565
FL-DQN,1.54682696031862
FL-DQN,1.9312108763007023
FL-DQN,2.1548796917256037
FL-DQN,1.7537803916086612
FL-DQN,2.039765898856928
FL-DQN,2.1035904802110204
FL-DQN,2.2683122338461787
FL-DQN,2.4110252942705657
FL-DQN,1.90932174497344
FL-DQN,2.0441017716297685
FL-DQN,2.051616601413805
FL-DQN,2.155849966253208
FL-DQN,2.128976740553923
FL-DQN,2.342001334471945
FL-DQN,1.440488784746999
FL-DQN,2.1003250587735183
FL-DQN,2.116978642165816
FL-DQN,1.9435449841928083
FL-DQN,1.4566376618010597
FL-DQN,1.9853609334143278
FL-DQN,1.829465416954406
FL-DQN,2.402709298381694
FL-DQN,2.0900699287586897
FL-DQN,1.8090836414013776
FL-DQN,1.5073651988491648
FL-DQN,2.14174824373241
FL-DQN,2.167075806498475
FL-DQN,1.9482135557231501
FL-DQN,2.144882115717346
FL-DQN,1.9164150731688046
FL-DQN,2.2561316660403588
FL-DQN,2.238244360584927
FL-DQN,1.6066579108632986
FL-DQN,1.6651539574541332
FL-DQN,2.487507613530447
FL-DQN,2.2237271240065017
FL-DQN,1.6970285587931453
FL-DQN,1.6231087907785025
FL-DQN,2.049865295746429
FL-DQN,1.7258443059504138
FL-DQN,1.9239902268980362
FL-DQN,1.9886529944958182
FL-DQN,1.9782947866724683
FL-DQN,2.2703691876277983
FL-DQN,2.4403414973901207
FL-DQN,1.885059715320282
FL-DQN,1.7286418006872224
FL-DQN,2.0933230771960583
FL-DQN,2.391555227466253
FL-DQN,1.9032283624784854
FL-DQN,2.2040861340834113
FL-DQN,1.7990874577918115
FL-DQN,2.0051051283440295
FL-DQN,1.7211338522479624
FL-DQN,2.0025996945150193
FL-DQN,1.9720508051082561
FL-DQN,2.1459494957988983
FL-DQN,2.4267347860854858
FL-DQN,1.9066650989817575
FL-DQN,1.5200650046370339
FL-DQN,1.9514950665969015
FL-DQN,2.071836229637223
FL-DQN,2.048456021181617
FL-DQN,1.9622185255315385
FL-DQN,2.3570515857911243
FL-DQN,2.0326914895682755
FL-DQN,1.974848896371328
FL-DQN,1.8133505295605667
FL-DQN,1.5807894350381129
FL-DQN,2.0790156647163047
FL-DQN,2.0589002959681655
FL-DQN,1.7457606716172385
FL-DQN,1.989350633707564
FL-DQN,1.9654756559534927
FL-DQN,1.850119874141798
FL-DQN,1.8096054288441838
FL-DQN,2.097219601065165
FL-DQN,1.9458051916279158
FL-DQN,1.858161538057338
FL-DQN,1.7931987138231433
FL-DQN,1.9688035842169915
FL-DQN,2.2218760565287448
FL-DQN,2.049593617811236
FL-DQN,1.9430907147260872
FL-DQN,2.074037701896421
FL-DQN,2.327452403520224
FL-DQN,2.117699368443232
FL-DQN,2.062448235577486
FL-DQN,2.1532470810223723
FL-DQN,1.9620767032346393
FL-DQN,2.0441762769846856
FL-DQN,1.882650698268957
FL-DQN,1.6278672028794725
FL-DQN,2.0822806045729627
FL-DQN,2.0832032202645285
FL-DQN,1.9309488900151388
FL-DQN,2.248597056464424
FL-DQN,1.826815202993208
FL-DQN,1.5748677411524752
FL-DQN,1.832692196994753
FL-DQN,1.6301745673875234
FL-DQN,2.081128725317762
FL-DQN,1.819501311270651
FL-DQN,2.236325406198987
FL-DQN,2.2313117126142705
FL-DQN,1.7780062176228488
FL-DQN,1.8060543528187245
FL-DQN,2.1282655166440767
FL-DQN,2.2351615475475177
FL-DQN,1.5169710532104492
FL-DQN,2.067601008807094
FL-DQN,1.4725782577176165
FL-DQN,1.8683561336242973
FL-DQN,2.2624776338950956
FL-DQN,2.7223448320206467
FL-DQN,1.9426822798042478
FL-DQN,1.700692189191189
FL-DQN,1.876761878140384
FL-DQN,2.015856725129673
FL-DQN,1.8391421025106698
FL-DQN,1.7780423177648468
FL-DQN,1.8975559984466375
FL-DQN,2.094938543894058
FL-DQN,1.959341854626477
FL-DQN,1.7884153279776722
FL-DQN,1.8391850000754095
FL-DQN,1.9006739480790962
FL-DQN,1.760137664579788
FL-DQN,1.8302852008669364
FL-DQN,2.1544726401448977
FL-DQN,1.9447229693058823
FL-DQN,1.5791631298198356
FL-DQN,2.2459876877755938
FL-DQN,2.1000127567484173
FL-DQN,1.6680480887006726
FL-DQN,1.9123090385326649
FL-DQN,1.8098962810261308
FL-DQN,2.1624573701791117
FL-DQN,1.9108034657485629
FL-DQN,1.9825343998673692
FL-DQN,1.9545933392378583
FL-DQN,1.6447677128659057
FL-DQN,2.337295080309717
FL-DQN,2.1589592137240445
FL-DQN,1.8206279357480317
FL-DQN,2.046046861038882
FL-DQN,2.233788299563373
FL-DQN,2.013377843061822
FL-DQN,2.3736210048003414
FL-DQN,2.7002842020602733
FL-DQN,1.969730783381268
FL-DQN,1.8601928616701926
FL-DQN,1.7625417795150262
FL-DQN,1.4687420904571309
FL-DQN,2.299554812347915
FL-DQN,1.9151614855848125
FL-DQN,2.210085379392816
FL-DQN,2.2583485210133167
FL-DQN,1.740567144816555
FL-DQN,1.7766045932611545
FL-DQN,2.418724853468104
FL-DQN,1.9831843640495357
FL-DQN,1.8415309910915112
FL-DQN,1.7491584092229882
FL-DQN,1.9660506127037332
FL-DQN,2.3618946610347864
FL-DQN,2.1645051156231503
FL-DQN,2.043622963114591
FL-DQN,2.3812450264618517
FL-DQN,2.3349860395929216
FL-DQN,2.080189330573406
FL-DQN,2.666268717808672
FL-DQN,1.940618442657558
FL-DQN,2.263526839318206
FL-DQN,1.9056808147898894
FL-DQN,2.216683624740661
FL-DQN,1.9403870759444537
FL-DQN,2.110728395820085
FL-DQN,2.5736326183718123
FL-DQN,2.228444432331506
FL-DQN,2.1144418670455645
FL-DQN,1.814071329877186
FL-DQN,2.045174889080774
FL-DQN,1.7580793996221158
FL-DQN,2.2128743235768877
FL-DQN,2.2068506335255615
FL-DQN,1.9568874929807385
FL-DQN,2.3992476768520903
FL-DQN,2.3654950566487982
FL-DQN,2.035915183627029
FL-DQN,2.135722669197073
FL-DQN,1.8587702676941356
FL-DQN,1.9346766734488188
FL-DQN,1.7412781486487425
FL-DQN,1.8851991224669604
FL-DQN,1.974946672578606
FL-DQN,1.6015118608027887
FL-DQN,2.1384353539990695
FL-DQN,2.2453107849263056
FL-DQN,1.9980997436217622
FL-DQN,1.3526619059747587
FL-DQN,1.9392817365403767
FL-DQN,1.6655873090318047
FL-DQN,1.8536914321911797
FL-DQN,2.3484647121508457
FL-DQN,1.4157264601113115
FL-DQN,1.8040729940270341
FL-DQN,2.1990967068451743
FL-DQN,1.8315377313083214
FL-DQN,1.8131767574787379
FL-DQN,2.4877774804658066
FL-DQN,2.0908129744185255
FL-DQN,2.2242325786476744
FL-DQN,2.1187207322898125
FL-DQN,2.038807373983707
FL-DQN,2.30336597839331
FL-DQN,2.4572831850721486
FL-DQN,1.5959559380934452
FL-DQN,1.9915238345151087
FL-DQN,1.9896323003843774
FL-DQN,1.8969734635250606
FL-DQN,2.2354545510736252
FL-DQN,2.061653043804574
FL-DQN,2.462113487466267
FL-DQN,2.2640639382310646
FL-DQN,2.3275285850693175
FL-DQN,1.712200587203304
FL-DQN,1.8065393782359074
FL-DQN,1.8263140508312543
FL-DQN,2.3175485125401076
FL-DQN,1.767877691328366
FL-DQN,1.7748957561894172
FL-DQN,1.7308746998238667
FL-DQN,2.6607265325309006
FL-DQN,1.9658643416801302
FL-DQN,2.1271731239741754
FL-DQN,1.7262518436811514
FL-DQN,2.230222015980795
FL-DQN,1.574320009941803
FL-DQN,1.7650393411518936
FL-DQN,1.82447026412672
FL-DQN,2.0525291692419856
FL-DQN,1.8096602446190737
FL-DQN,2.36575954426296
FL-DQN,2.120773569062342
FL-DQN,1.834495177739772
FL-DQN,2.23942809849644
FL-DQN,1.9056117028944661
FL-DQN,1.858295207062373
FL-DQN,2.2149957553988706
FL-DQN,1.4113221017868325
FL-DQN,2.17635609601489
FL-DQN,1.8288572493887219
FL-DQN,1.8284942471234307
FL-DQN,2.4699528643814532
FL-DQN,1.8725089347752457
FL-DQN,2.229419511862974
FL-DQN,2.0670187349996056
FL-DQN,2.0919178460838976
FL-DQN,1.9398698581215004
FL-DQN,1.9273482794377044
FL-DQN,2.366717213638854
FL-DQN,2.2233104167491757
FL-DQN,1.8800765699357482
FL-DQN,1.7489897262345373
FL-DQN,1.8597263039886405
FL-DQN,2.2355588648121882
FL-DQN,2.2828860259199377
FL-DQN,2.1331864644838237
FL-DQN,1.6119749765099798
FL-DQN,2.1809069793268914
FL-DQN,2.3128587688646967
FL-DQN,2.041653570962729
FL-DQN,2.4751527333444
FL-DQN,1.6829670425818661
FL-DQN,2.164353804907274
FL-DQN,1.75514687396888
FL-DQN,2.2540500580312997
FL-DQN,2.147086605377847
FL-DQN,2.432325396023055
FL-DQN,2.1199300617699737
FL-DQN,1.9030385556655014
FL-DQN,1.8821431490189535
FL-DQN,1.9399574621569375
FL-DQN,1.8774262301057956
FL-DQN,2.3233061530033488
FL-DQN,2.3061531864228133
FL-DQN,1.640823813213836
FL-DQN,2.009206434339835
FL-DQN,2.014997964032035
FL-DQN,1.8124891323678447
FL-DQN,2.1051799980977224
FL-DQN,2.3506042010787205
FL-DQN,2.214034156148784
FL-DQN,2.323296413346081
FL-DQN,1.8275677165914417
FL-DQN,2.0087618654640003
FL-DQN,1.816244556976125
FL-DQN,2.057463216939336
FL-DQN,2.079068218185739
FL-DQN,2.2303611212962178
FL-DQN,2.3152380449232695
FL-DQN,2.165354519346983
FL-DQN,1.7935592329181886
FL-DQN,1.6754785485621877
FL-DQN,2.124804807369279
FL-DQN,2.360125066126691
FL-DQN,1.994049949503622
FL-DQN,1.6334255450880755
FL-DQN,2.5003414296099233
FL-DQN,2.1174570920387468
FL-DQN,2.0410739638517903
FL-DQN,1.7196869237584695
FL-DQN,2.0038918934949086
FL-DQN,2.164852198926933
FL-DQN,2.1207249729328512
FL-DQN,1.8368270892434162
FL-DQN,1.9863043320902
FL-DQN,1.8521583915111763
FL-DQN,2.3993987798951344
FL-DQN,2.214769754872667
FL-DQN,1.874159631536086
FL-DQN,1.7195672818747914
FL-DQN,2.066675619735503
FL-DQN,1.8817238264678533
FL-DQN,1.8996064007113747
FL-DQN,1.7275486079454938
FL-DQN,1.7572619061147818
FL-DQN,2.039040836614526
FL-DQN,1.9359491725179145
FL-DQN,2.5991634526449667
FL-DQN,2.142620823840275
FL-DQN,1.7235931564611169
FL-DQN,1.6314473016758928
FL-DQN,2.095561133277944
FL-DQN,1.904751897265516
FL-DQN,2.3195539878811173
FL-DQN,2.0676473212303854
FL-DQN,1.52419512567336
FL-DQN,1.7553381683797924
FL-DQN,1.837932306558289
FL-DQN,2.106088865208377
FL-DQN,1.747339416836301
FL-DQN,2.0366762225500583
FL-DQN,1.6793240429090206
FL-DQN,2.0014845005548287
FL-DQN,2.0888062362675712
FL-DQN,2.3507624761659103
FL-DQN,2.0589381016652397
FL-DQN,1.8039836181798121
FL-DQN,2.358321220869958
FL-DQN,1.9560372713101284
FL-DQN,2.1856560243443472
FL-DQN,1.8529050149191653
FL-DQN,2.0217867823741793
FL-DQN,1.8076956957012933
FL-DQN,2.0773423892838103
FL-DQN,2.192918742839268
FL-DQN,1.8812481738741071
FL-DQN,1.8677580993471983
FL-DQN,2.0856363724313507
FL-DQN,1.8019961672048508
FL-DQN,1.6356935150394838
FL-DQN,2.0847671404162966
FL-DQN,1.9741526776112157
FL-DQN,1.969073746054261
FL-DQN,2.1250568994994974
FL-DQN,2.1585800845832988
FL-DQN,1.9613595460190723
FL-DQN,1.7305593427304116
FL-DQN,1.846739167238925
FL-DQN,2.1403913433116935
FL-DQN,2.032736639226796
FL-DQN,1.8680577522182047
FL-DQN,1.8117472433995703
FL-DQN,2.1482774744614224
FL-DQN,1.9468034226651068
FL-DQN,2.180652026905313
FL-DQN,2.2110405913852547
FL-DQN,1.9249184599315556
FL-DQN,2.2279153963606637
FL-DQN,2.0332183410708637
FL-DQN,2.0642619770201693
FL-DQN,1.4747002171731305
FL-DQN,1.766978888402371
FL-DQN,1.7799933526694143
FL-DQN,1.9235228666231434
FL-DQN,2.0274442418369065
FL-DQN,2.0372600780098336
FL-DQN,2.0685792672299006
FL-DQN,1.835613298096119
FL-DQN,2.1659271113059613
FL-DQN,2.434229226452382
FL-DQN,1.9152020270122097
FL-DQN,1.8407196398159245
FL-DQN,1.8355203622613905
FL-DQN,2.020512278367318
FL-DQN,1.873816853692879
FL-DQN,1.5847211808600297
FL-DQN,1.6503795506115988
FL-DQN,2.2448456334721865
FL-DQN,2.30763056962961
FL-DQN,2.383973501109914
FL-DQN,2.0543130653070505
FL-DQN,1.7621826780910852
FL-DQN,1.8948761242022762
FL-DQN,1.6420669676048365
FL-DQN,1.6328259225099262
FL-DQN,2.061263050535054
FL-DQN,2.1293627718576844
FL-DQN,2.4700096533742983
FL-DQN,1.980057541715361
FL-DQN,1.6741196454066558
FL-DQN,1.9707391078987921
FL-DQN,1.9322097922127837
FL-DQN,1.8821043975683729
FL-DQN,2.08249989619397
FL-DQN,1.7085265930145535
FL-DQN,2.0313731438782305
FL-DQN,2.156375183772675
FL-DQN,2.340737064855671
FL-DQN,2.0744902037686255
FL-DQN,2.2503489081246264
FL-DQN,1.8934649503265373
FL-DQN,1.9269703342209858
FL-DQN,2.323483289891754
FL-DQN,1.6708197380086842
FL-DQN,1.9032463274610576
FL-DQN,2.270827113614232
FL-DQN,1.9493331884593974
FL-DQN,1.931455512350899
FL-DQN,1.936320292024037
FL-DQN,2.028116425963339
FL-DQN,2.2606601220606177
FL-DQN,2.221815564397571
FL-DQN,2.0027497379597508
FL-DQN,2.2621732561977907
FL-DQN,2.0820303111991367
FL-DQN,2.2061888402769996
FL-DQN,1.7531913262176806
FL-DQN,2.417252656023935
FL-DQN,2.0528511329949026
FL-DQN,1.3404057566437246
FL-DQN,2.3982865216326457
FL-DQN,2.001213183490559
FL-DQN,1.9050814493236656
FL-DQN,1.8546360643550721
FL-DQN,2.1054804484482483
FL-DQN,1.7867866594550506
FL-DQN,1.8615424489590242
FL-DQN,1.8673092550851949
FL-DQN,1.929860709511463
FL-DQN,1.8763500200643535
FL-DQN,2.204675391597167
FL-DQN,2.065054953151448
FL-DQN,2.094328817202628
FL-DQN,2.146544531244149
FL-DQN,1.9776573751602318
FL-DQN,1.7551257610102824
FL-DQN,2.4332413950504517
FL-DQN,2.222608317111059
FL-DQN,2.38707848334454
FL-DQN,2.2482892210307477
FL-DQN,1.8895108630722843
FL-DQN,1.4364852948010722
FL-DQN,1.7050168578733411
FL-DQN,2.1527652912099766
FL-DQN,1.9755804993592398
FL-DQN,1.8992360338602212
FL-DQN,1.4010671596036768
FL-DQN,1.9968494565813724
FL-DQN,1.7403731479394478
FL-DQN,1.8261481806161788
FL-DQN,2.2040249832553127
FL-DQN,1.7530059310198376
FL-DQN,1.775914566710434
FL-DQN,2.0445392785784287
FL-DQN,2.209366901987194
FL-DQN,1.9033505851023689
FL-DQN,2.3521316972054978
FL-DQN,1.6931193972979615
FL-DQN,1.651026655853982
FL-DQN,1.6305713604115384
FL-DQN,1.6034758965414966
FL-DQN,2.080771751638428
FL-DQN,1.7653305633465985
FL-DQN,1.6615538326761874
FL-DQN,2.0911512068325453
FL-DQN,2.1977478193257722
FL-DQN,2.252206015259696
FL-DQN,2.2100682715207456
FL-DQN,1.7796551681497785
FL-DQN,2.066261831467929
FL-DQN,2.119249178574182
FL-DQN,1.8860280211786178
FL-DQN,2.039540504937132
FL-DQN,1.699611624809196
FL-DQN,1.8493759577373916
FL-DQN,2.0892289533411397
FL-DQN,2.3618102370433265
FL-DQN,2.2763455071972416
FL-DQN,2.1586060346562363
FL-DQN,2.0191280093059465
FL-DQN,1.9819446768859235
FL-DQN,1.6525760110669636
FL-DQN,1.7994784318665187
FL-DQN,1.807314834897514
FL-DQN,2.137942235729756
FL-DQN,2.2267874651565984
FL-DQN,2.1767776206863507
FL-DQN,2.2838399451367515
FL-DQN,2.017341812366355
FL-DQN,1.7640967561774674
FL-DQN,1.9880161048761782
FL-DQN,1.826039098296205
FL-DQN,2.1578863980214633
FL-DQN,1.9138190232566257
FL-DQN,1.9763524118637312
FL-DQN,2.16646933512106
FL-DQN,1.8221373704980242
FL-DQN,2.23135438059734
FL-DQN,1.6765768755296926
FL-DQN,2.073572232305318
FL-DQN,1.9781842406425743
FL-DQN,2.198562031141755
FL-DQN,1.6701502491526437
FL-DQN,1.6326101305301093
FL-DQN,2.180010652606673
FL-DQN,1.906178686028195
FL-DQN,1.9782074950956308
FL-DQN,1.8416602013818069
FL-DQN,2.219074491158537
FL-DQN,2.0718118904984095
FL-DQN,2.0577593811336903
FL-DQN,1.7192910876380334
FL-DQN,2.1203613327690567
FL-DQN,1.761868899498205
FL-DQN,1.841947273356494
FL-DQN,1.6723165604515637
FL-DQN,1.9624300460997413
FL-DQN,2.2554735824161543
FL-DQN,2.0544067973991633
FL-DQN,1.8939629824408393
FL-DQN,2.0261951163442853
FL-DQN,2.024867353312212
FL-DQN,2.015856484142358
FL-DQN,2.0425602632623576
FL-DQN,1.7504013550531936
FL-DQN,2.025569206407251
FL-DQN,1.5787403913679066
FL-DQN,2.1381496660169548
FL-DQN,1.7353401939415087
FL-DQN,2.28262347923814
FL-DQN,1.413143296721167
FL-DQN,2.4018619862064114
FL-DQN,1.6065870375733005
FL-DQN,1.7120156890070883
FL-DQN,2.0717736891058403
FL-DQN,2.1484915962618993
FL-DQN,1.9319874976361477
FL-DQN,2.214225452541889
FL-DQN,1.8088269793385456
FL-DQN,1.9040739327723102
FL-DQN,1.9275012938042309
FL-DQN,1.8707849940372199
FL-DQN,1.5357971421461065
FL-DQN,1.9940799040379613
FL-DQN,1.9723982831113445
FL-DQN,2.258763863290481
FL-DQN,1.6913733402310653
FL-DQN,1.8465422422232742
FL-DQN,2.288837894125651
FL-DQN,2.0703893267082445
FL-DQN,2.1318511246775294
FL-DQN,2.1088240696014875
FL-DQN,2.109889195384293
FL-DQN,2.437051998763444
FL-DQN,2.0219697579152762
FL-DQN,1.7572776135577426
FL-DQN,2.153311396694694
FL-DQN,1.8640275981854941
FL-DQN,1.9736151256596102
FL-DQN,2.0888434404213725
FL-DQN,1.8028749643474746
FL-DQN,1.8775292605232556
FL-DQN,2.114203657056899
FL-DQN,1.8683252069098226
FL-DQN,2.2336124758376856
FL-DQN,1.7633221765129683
FL-DQN,1.7625141496612236
FL-DQN,2.4574534077812773
FL-DQN,1.6327456540176915
FL-DQN,1.9935880330404103
FL-DQN,2.444356123415096
FL-DQN,1.9931380525041746
FL-DQN,2.3232249605753594
FL-DQN,2.1565939674572037
FL-DQN,1.9982715477836477
FL-DQN,1.9686451372489102
FL-DQN,1.4913638206057414
FL-DQN,1.923413201627513
FL-DQN,2.0557324413994866
FL-DQN,2.0555990983262182
FL-DQN,2.591806101716935
FL-DQN,2.0674299358758814
FL-DQN,2.151234876990523
FL-DQN,2.2795911601783763
FL-DQN,2.12972031476667
FL-DQN,1.9793482239831943
FL-DQN,1.9805150358705432
FL-DQN,1.9158429242632926
FL-DQN,2.1066106469927792
FL-DQN,1.959123026964829
FL-DQN,2.1499847337275853
FL-DQN,1.7578190455208722
FL-DQN,2.0352436300180745
FL-DQN,2.3724961571377685
FL-DQN,1.9460903606372446
FL-DQN,2.4423203904720268
FL-DQN,2.0392811473589427
FL-DQN,1.9864380338849599
FL-DQN,2.027988440552928
FL-DQN,1.9252584214006914
FL-DQN,1.5246665429344608
FL-DQN,2.211241965973556
FL-DQN,2.526251159347307
FL-DQN,2.1153030248078406
FL-DQN,2.1299170307255504
FL-DQN,1.9561777554660809
FL-DQN,2.277869383719354
FL-DQN,1.990574811569654
FL-DQN,2.064132823567255
FL-DQN,1.6243480478085863
FL-DQN,1.8729579511413323
FL-DQN,2.088164755563497
FL-DQN,2.2177308163001577
FL-DQN,2.224385538111081
FL-DQN,1.62099658032374
FL-DQN,1.6453328539404604
FL-DQN,2.1401929042532513
FL-DQN,1.8207659868788402
FL-DQN,2.214702225450026
FL-DQN,1.6087596298203157
FL-DQN,1.9763816135039727
FL-DQN,1.991783163861652
FL-DQN,2.115312103280779
FL-DQN,1.7525216009248754
FL-DQN,1.5279766252818998
FL-DQN,2.0411054627709637
FL-DQN,2.126343265410915
FL-DQN,2.241789191031929
FL-DQN,1.913947603187804
FL-DQN,2.186163593843707
FL-DQN,2.1165857059732227
FL-DQN,2.3173772186514405
FL-DQN,1.9867069001493876
FL-DQN,1.5848241673294212
FL-DQN,1.9837616783313807
FL-DQN,2.0212281796310507
FL-DQN,2.1243666181756384
FL-DQN,1.632156232078252
FL-DQN,1.9251092444461102
FL-DQN,2.2083448571755078
FL-DQN,1.9750194913469281
FL-DQN,1.9266237482882995
FL-DQN,2.45751833546804
FL-DQN,1.7431989951604274
FL-DQN,2.2959571303962356
FL-DQN,2.2450999366098054
FL-DQN,1.945960049211929
FL-DQN,1.9921062672602416
FL-DQN,1.9912499040914806
FL-DQN,2.043667461522449
FL-DQN,1.8573100742149309
FL-DQN,1.8972444256571193
FL-DQN,1.914746112584525
FL-DQN,1.9224085518562681
FL-DQN,1.9254185046675032
FL-DQN,1.4622020506313427
FL-DQN,2.0234357811030685
FL-DQN,1.8734077327630563
FL-DQN,1.551965339212472
FL-DQN,1.9159877564213752
