step,reward_0.5_0.3_0.2,reward_0.4_0.4_0.2,reward_0.6_0.2_0.2
1459,-179.96087784888164,-186.62585942013797,-192.6099944568822
1460,-180.0280190707744,-186.62945311002701,-192.52345943867294
1461,-180.05387333203828,-186.59439445088304,-192.4747325054284
1462,-180.05034153467204,-186.58155196755973,-192.42290235922815
1463,-180.02723418517002,-186.64854424880076,-192.38557509784175
1464,-180.02437197014717,-186.60428427238924,-192.34844128226268
1465,-179.91971418582997,-186.58951565641442,-192.3338042400481
1466,-179.85124919769012,-186.54974040362532,-192.28568352939112
1467,-179.7309900953207,-186.53196232722098,-192.2081004912995
1468,-179.67928563865956,-186.46436788750395,-192.16150127843252
1469,-179.53091165955166,-186.4445159897838,-192.05869667994375
1470,-179.48181439438042,-186.4477028002125,-192.0172892454852
1471,-179.4306987118798,-186.41973199366782,-192.02369026408942
1472,-179.15719843410722,-186.35855631267287,-191.9455858565567
1473,-179.284957144239,-186.37603060032893,-191.86484864097844
1474,-179.32964644377643,-186.39221008990046,-191.88430539730064
1475,-179.3496645187595,-186.36916793486023,-191.76182101397805
1476,-179.4630543597812,-186.39034469449493,-191.8612299792253
1477,-179.49334039774388,-186.21678631145994,-191.82107251541026
1478,-179.41303662383982,-186.13388921213706,-191.77816542914718
1479,-179.42964330712888,-186.02193192332604,-191.81355677122156
1480,-179.40004656275696,-186.06478331016504,-191.7869266535086
1481,-179.35792140510114,-186.0759797075483,-191.77142334596803
1482,-179.2809612082532,-186.09795102461405,-191.74059546395205
1483,-179.2102927597889,-186.09827271175314,-191.74419806482123
1484,-179.15555198047116,-186.0753842387508,-191.73411582482106
1485,-179.0402336318342,-186.06920903222914,-191.69536640134544
1486,-179.04910754181032,-186.17337724390313,-191.62197336926695
1487,-179.00722622706934,-186.10257260588062,-191.5564417694336
1488,-179.05014924654085,-185.96623435723353,-191.5794480664983
1489,-179.08957948556858,-185.9399601002554,-191.56720240637566
1490,-179.07188491090807,-185.97914319250197,-191.5472852786111
1491,-179.00192005261638,-185.97299422091686,-191.45826578794387
1492,-179.05371494321832,-185.8625496055472,-191.45982198597818
1493,-178.92891802102517,-185.73463189017878,-191.40816820299676
1494,-178.84199217005977,-185.69341373241377,-191.42961770295514
1495,-178.90696653396978,-185.69243069622513,-191.3744490164948
1496,-178.85447388967486,-185.62094837614603,-191.29877474952534
1497,-178.8794560623599,-185.5298569808424,-191.2621264857921
1498,-178.9022164190901,-185.51297567835468,-191.22031460531574
1499,-178.78467598751638,-185.51817806764797,-191.2309929449774
1500,-178.81481788642697,-185.57367260952176,-191.17008990071136
1501,-178.8270284976682,-185.5409063757442,-191.15185805935056
1502,-178.73539231171586,-185.57315935526094,-191.22822908509374
1503,-178.64169168583652,-185.48133277866214,-191.20184760027018
1504,-178.70641348915274,-185.47183426203065,-191.1489934571896
1505,-178.63961930963518,-185.3777541705505,-191.12541499150302
1506,-178.68940470100793,-185.23799416462765,-191.12851594698597
1507,-178.5944751995214,-185.21362649482506,-191.03063400456415
1508,-178.6844696158342,-184.98546045578138,-190.95037352695795
1509,-178.60354058698812,-184.88509442673285,-190.9120445374336
1510,-178.7245041053962,-184.9517741672482,-190.9594321026772
1511,-178.61687594903975,-184.95573628942608,-190.94990102105194
1512,-178.68672807160894,-184.99924851938636,-190.96224581180945
1513,-178.65145624303744,-184.87265670737133,-190.97074356983853
1514,-178.69642621446485,-184.796015047135,-190.96345747445486
1515,-178.69797429620132,-184.7782689892385,-190.91599924872946
1516,-178.635706585062,-184.73709556554996,-190.863198033473
1517,-178.6011941365613,-184.66656328215163,-190.80431292662723
1518,-178.5268498179713,-184.60810062537206,-190.7717697454742
1519,-178.5470392382267,-184.4675706437029,-190.72616180231148
1520,-178.4565594808807,-184.53317933076502,-190.66301928877243
1521,-178.3774337384672,-184.39420792645438,-190.64204800634735
1522,-178.37264427791146,-184.31075225967362,-190.60450678378686
1523,-178.4119278685158,-184.32803055311166,-190.54604810995954
1524,-178.3455971864214,-184.31769655149736,-190.55287780461256
1525,-178.24388113385768,-184.29463158796693,-190.4856536803557
1526,-178.39428770975073,-184.37803439067682,-190.39991737371196
1527,-178.43560692109702,-184.43706305187555,-190.411583504269
1528,-178.3667945564894,-184.39630729576183,-190.45812284394322
1529,-178.36344333188737,-184.38084266704078,-190.42534409735856
1530,-178.2729649053531,-184.33957057345043,-190.38413582932552
1531,-178.2886483443565,-184.4105822128625,-190.36834297493488
1532,-178.3271293197995,-184.2555399788386,-190.28888710233326
1533,-178.2612255198364,-184.18237861494964,-190.1876301519432
1534,-178.34758547126268,-184.18568205501043,-190.14924240072946
1535,-178.44355949137986,-184.0197376983608,-190.11295091727663
1536,-178.41386522261539,-184.00307082743052,-189.99955011805906
1537,-178.26949596339995,-184.034214821874,-190.01707901261608
1538,-178.05592798661564,-183.95733995924354,-190.08650412540098
1539,-178.1082210273684,-183.95789885331556,-189.96600939348826
1540,-178.13828756156747,-183.90057167778627,-190.00299920665663
1541,-178.0401659332706,-183.86524409862295,-190.00631456520176
1542,-177.99199153058998,-183.7736618551848,-189.91519899984996
1543,-177.82757400704605,-183.7047915969827,-189.96832317152348
1544,-177.65692162219386,-183.6429142848866,-189.9851636738769
1545,-177.75877061226103,-183.62125306431625,-190.02536953029113
1546,-177.6316754344233,-183.68057157620922,-190.02243197794684
1547,-177.59021798105556,-183.59599601545264,-189.92874909866663
1548,-177.52294502407997,-183.62052059633095,-189.9569179249952
1549,-177.45675706786977,-183.7041001360987,-189.9919041131311
1550,-177.42164309137223,-183.63604111345137,-189.95646657204043
1551,-177.3706281923566,-183.55182702501202,-189.9463228554328
1552,-177.29025139485697,-183.6320640347509,-189.93375877018644
1553,-177.39551870937072,-183.50024555090488,-189.8345445254095
1554,-177.3045612691028,-183.53685561144476,-189.74815775558704
1555,-177.307431722089,-183.49693760341597,-189.747779982695
1556,-177.1244061388164,-183.52176278936238,-189.7776406157034
1557,-177.25180573162757,-183.66742513731919,-189.6729306076178
1558,-177.37849345559937,-183.76713485378866,-189.63528302750487
1559,-177.46671066557218,-183.65604493813188,-189.59614798293418
1560,-177.53276947454233,-183.70814815203167,-189.5828381271922
1561,-177.61120286107416,-183.8611705509308,-189.5346354458473
1562,-177.6163373531891,-183.82145742901122,-189.56100009672673
1563,-177.67212349097227,-183.85298410271702,-189.47887080471864
1564,-177.53342746389745,-183.75518155281313,-189.48581225351313
1565,-177.52410041091275,-183.61599651776714,-189.4775024971841
1566,-177.66253953091115,-183.53005111990598,-189.3870458531435
1567,-177.69231404247216,-183.49321390993296,-189.3663177586564
1568,-177.79566431712192,-183.4250777107947,-189.3194177807841
1569,-177.8728510115378,-183.3448820449993,-189.32772952790515
1570,-177.85683523544574,-183.3862604019783,-189.36373409637457
1571,-177.87001969406083,-183.35603216610372,-189.32051540204446
1572,-177.8621781525946,-183.29996807887997,-189.35615112702806
1573,-177.7573127019836,-183.28803755364126,-189.14927603402333
1574,-177.67553777797775,-183.241331871136,-189.11734124407332
1575,-177.5966541556617,-183.29063268458574,-189.0772691450257
1576,-177.5324357764078,-183.29132758507674,-189.03546725460035
1577,-177.53333580681678,-183.38558511935037,-189.01969174268064
1578,-177.53282265448436,-183.26245876386497,-189.05522314068625
1579,-177.7024286253212,-183.2841925793037,-189.01293586753758
1580,-177.78829359474307,-183.40433764625698,-188.9642270265679
1581,-177.85569060096282,-183.4354233702748,-188.91557900641138
1582,-177.85712539709814,-183.33129104229968,-188.81492372246305
1583,-177.74496185619805,-183.28115323813222,-188.82195006725425
1584,-177.71399347462284,-183.36502116877898,-188.75971658590385
1585,-177.7758165435706,-183.29934136319582,-188.6914153539659
1586,-177.6795665387284,-183.2769062022264,-188.70196105286985
1587,-177.67627370698517,-183.25267470687456,-188.60669772124567
1588,-177.80615485153862,-183.19416219325473,-188.61963727724708
1589,-177.6748143708782,-183.23256392483103,-188.5918616348992
1590,-177.4559020142991,-183.17328417929065,-188.596741803866
1591,-177.4030718233409,-183.09916741214653,-188.44385528273128
1592,-177.3466095848099,-183.10860965260235,-188.44520640612424
1593,-177.32409782765012,-182.99518214110353,-188.42393151051903
1594,-177.3284558557234,-182.9932241457315,-188.3220299304022
1595,-177.236499454613,-182.9102544905842,-188.23119432331742
1596,-177.10341957431467,-182.92945930559188,-188.18782634181872
1597,-177.05032671985492,-182.9431811017862,-188.09675238093544
1598,-176.85486755571955,-182.97725842926206,-188.08731593167317
1599,-176.93308113425883,-182.97885214124815,-187.97747921646697
1600,-176.7941169161183,-182.8957570899876,-187.94587078422035
1601,-176.75204344969478,-182.95255401317704,-188.0057239626621
1602,-176.77340302396948,-182.85346167230148,-187.8958398838643
1603,-176.74378173920667,-182.90704178122982,-187.8842375840597
1604,-176.75158077751274,-183.08535440705896,-187.89349597991827
1605,-176.68572130141456,-183.0736380009704,-187.85165299270665
1606,-176.60428174849184,-182.92254187405715,-187.81771969139137
1607,-176.57274023475463,-183.0120669267476,-187.78917173191644
1608,-176.53005679557754,-182.9899297568258,-187.76422296649667
1609,-176.5303543762418,-183.07259385303615,-187.81024066982735
1610,-176.54206601297003,-182.9535210454282,-187.82945973733644
1611,-176.51242068429514,-182.91603625640278,-187.73070095866507
1612,-176.42552769341586,-183.04996366871927,-187.66244482185203
1613,-176.49508318960517,-183.02502679413044,-187.63545039129002
1614,-176.45453854283954,-183.06259976122553,-187.62074115521438
1615,-176.25450915545562,-183.01364039170568,-187.60793119459703
1616,-176.17778520064752,-183.0339622261264,-187.55203966255038
1617,-175.992171719995,-182.8984016417673,-187.49159646779998
1618,-175.98960999278717,-182.86816561165494,-187.55610720379192
1619,-175.84421615932803,-182.8421659417811,-187.55769576394636
1620,-175.7169048735913,-182.77414070345117,-187.61550543731263
1621,-175.63484179650743,-182.77955257790222,-187.58508836180474
1622,-175.55494727728586,-182.7069677366958,-187.5985667212589
1623,-175.41339774442548,-182.62415076198488,-187.51779524432223
1624,-175.4090988627462,-182.6408443200442,-187.45959629785835
1625,-175.47867506755958,-182.57212383060164,-187.42675341190534
1626,-175.41343799608933,-182.62304932189897,-187.38067109453863
1627,-175.46346960597955,-182.51273543908889,-187.37389134680672
1628,-175.44358555350522,-182.4186970675645,-187.3291826057293
1629,-175.5682996578753,-182.38210248846207,-187.29730115092508
1630,-175.55807787186262,-182.32453819462853,-187.30853598652772
1631,-175.49589049657675,-182.26904888851595,-187.32655103268453
1632,-175.51728454746836,-182.2726152503987,-187.2830124633704
1633,-175.35369540203033,-182.15087171718903,-187.2936370912525
1634,-175.23835956395408,-182.09626226886053,-187.29848028338387
1635,-175.14245368563627,-182.17893873240985,-187.41440435232528
1636,-174.9833763646223,-182.15983669556354,-187.42939077900962
1637,-174.92790256496414,-182.13581983681615,-187.49200861763921
1638,-174.9257058985797,-182.0531971943659,-187.51197957216792
1639,-174.81767763738682,-181.99633516527538,-187.40896364380913
1640,-174.67426826368848,-181.9196147900124,-187.49028720487024
1641,-174.6102110753271,-181.84400575467552,-187.45274868312663
1642,-174.62420840658848,-181.80910942894656,-187.46790352893225
1643,-174.66686269286797,-181.90564425849226,-187.4935607397982
1644,-174.7529776919495,-181.9157890528546,-187.35333538836886
1645,-174.8335095126433,-181.81911564653365,-187.28319856486092
1646,-174.66331429405864,-181.6767851849725,-187.2634679286171
1647,-174.64060393400857,-181.68827092867457,-187.22935766763237
1648,-174.56961201669753,-181.65286121715837,-187.2380430256089
1649,-174.48919960022465,-181.71862085331082,-187.20519075200178
1650,-174.43357912045957,-181.68936117064325,-187.27675133552353
1651,-174.41703045284493,-181.69735011341575,-187.28842234387042
1652,-174.33748698425111,-181.73262713499614,-187.23177384399702
1653,-174.4352623629747,-181.76792104165608,-187.2128973988793
1654,-174.42965641411055,-181.6421289585289,-187.23283309135553
1655,-174.32989943103232,-181.6615600559267,-187.20931766944415
1656,-174.24378824955193,-181.75715753653105,-187.26172961320424
1657,-174.16768719852774,-181.79062737465904,-187.28904938716283
1658,-174.1206920496719,-181.7660815974334,-187.23672622845362
1659,-174.1895094532734,-181.81488146214815,-187.1775752754359
1660,-174.13613384849845,-181.60380631512766,-187.18121116320185
1661,-174.1006314945999,-181.6729220080237,-187.11803201619077
1662,-174.0403270805874,-181.6948393346916,-187.10684693955875
1663,-174.0884850396963,-181.66600313427637,-187.09147347836495
1664,-173.96879012662964,-181.51187786500444,-187.08712641483504
1665,-174.01304291290546,-181.50967822165012,-187.00392155903992
1666,-173.9347026231611,-181.59697122188152,-186.91417047864093
1667,-173.95750258470127,-181.56610337475036,-186.95581883540189
1668,-173.84288952672324,-181.56708541887082,-186.9746875205419
1669,-173.83138010870536,-181.57426251017546,-186.98337557427632
1670,-173.8271700406689,-181.52009638112992,-186.98940963028724
1671,-173.8130217469424,-181.45802582284028,-186.97209848298638
1672,-173.8301745632326,-181.49757239768692,-186.94696278242702
1673,-173.7291428289211,-181.54215003847557,-186.95644068232394
1674,-173.70573583686553,-181.65733574061025,-186.95831756276522
1675,-173.74642566109503,-181.7302215008596,-186.92276694417347
1676,-173.69848577080433,-181.7142551698014,-186.7938252941757
1677,-173.67485096443446,-181.83540256351026,-186.79714688796054
1678,-173.7421547934306,-181.86260302209965,-186.75312435849372
1679,-173.75763903905928,-181.88186871949875,-186.7159421446035
1680,-173.83958750621963,-181.80885266440356,-186.6322313375396
1681,-173.85580572384129,-181.88517130135088,-186.59609652151616
1682,-173.90579081909172,-181.74555461464763,-186.63874334264673
1683,-173.79935289633823,-181.6040400106802,-186.56953437665422
1684,-173.77109594415816,-181.49965561372764,-186.54458149914205
1685,-173.9023492428659,-181.46278770323298,-186.51981629874527
1686,-173.81430228210527,-181.38646763859919,-186.54241681608377
1687,-173.76003488616323,-181.28640485192417,-186.51251692329868
1688,-173.80112042738915,-181.21544597026283,-186.51923485248915
1689,-173.63953743966806,-181.18490782202485,-186.43142453108112
1690,-173.54543722081766,-181.14108282039768,-186.44491265536863
1691,-173.4889058492153,-181.0743073065255,-186.4431070845786
1692,-173.49319057883386,-181.2170750046945,-186.40914536630152
1693,-173.42088367024823,-181.18301952401373,-186.424277828561
1694,-173.3544200667409,-181.07450385427802,-186.33502660025334
1695,-173.32716984423075,-181.15062490108326,-186.28875450756456
1696,-173.19666329449507,-181.13685337462698,-186.3472430681119
1697,-173.25662864902358,-181.07618018698665,-186.25568105090335
1698,-173.28318101367415,-181.09304767004832,-186.27023361987446
1699,-173.22271611781403,-180.97152375465396,-186.24401428959726
1700,-173.15961352764305,-180.87566747414772,-186.20017828753953
1701,-173.13426668585987,-180.90065283950156,-186.12503584245974
1702,-173.08232297861937,-180.79922780509574,-186.08532547438452
1703,-173.1568639047489,-180.76262126644616,-186.0610361226437
1704,-173.17616728439458,-180.70764705143813,-186.01528123984292
1705,-173.04943673619988,-180.71297937466136,-185.9071973056022
1706,-173.09585145200435,-180.67117745611694,-185.87534259170195
1707,-173.05714282150052,-180.5909443319209,-185.95833113443518
1708,-173.06939384110734,-180.56486028302578,-185.9012325383214
1709,-173.10468961011418,-180.57923818470368,-185.83600119640042
1710,-173.16037927223988,-180.62157476801724,-185.8107837817838
1711,-173.24666305097583,-180.57639454428949,-185.81370256076
1712,-173.1830211781247,-180.56545193291305,-185.8007445616912
1713,-173.03612853908064,-180.5563621788844,-185.76834628552137
1714,-173.03121708061678,-180.53537136289094,-185.7944944029394
1715,-172.93448608432428,-180.5758858301484,-185.80839937281414
1716,-172.94306742194973,-180.53026954044014,-185.81893638372003
1717,-172.87314200191054,-180.39107249012727,-185.80322851590117
1718,-172.8815040093093,-180.30333821631115,-185.77892598917447
1719,-172.8646230090743,-180.31480151686563,-185.77165451865233
1720,-172.75553368924108,-180.17455208842017,-185.77229203545798
1721,-172.672028171347,-180.07449723678457,-185.76561409793538
1722,-172.6632168424831,-180.0822002146271,-185.7586435614381
1723,-172.48805349512008,-179.99780623135658,-185.7459761771802
1724,-172.70143933455952,-180.09442705502778,-185.70514060417582
1725,-172.67855964589228,-180.07811624765583,-185.64931592754994
1726,-172.75820233799013,-180.09313950677884,-185.68626413688924
1727,-172.76124320030615,-180.06915822820673,-185.6551313569839
1728,-172.6028031604159,-180.02794074743693,-185.61098116771566
1729,-172.45840053657585,-180.1470781576394,-185.52890874237522
1730,-172.33809289879383,-180.05059362859507,-185.4894522083295
1731,-172.1887163216077,-180.09486361266917,-185.5431366330813
1732,-172.18146598464494,-180.11719958829008,-185.4719320117995
1733,-172.2988515201596,-180.07495190676576,-185.54358484422212
1734,-172.34513417777333,-179.9732971430064,-185.51782153331504
1735,-172.25606366405592,-179.9473671161141,-185.49701371798983
1736,-172.23735860748462,-179.8139590967147,-185.46644642057714
1737,-172.1589571241352,-179.64807611409907,-185.3678030466865
1738,-172.17037072542627,-179.63054162201308,-185.29192314847757
1739,-172.0772728047375,-179.63467835024636,-185.28505104680292
1740,-171.97124837828534,-179.57073753459144,-185.18809362447035
1741,-171.8665605385432,-179.57376795257198,-185.25377175184056
1742,-171.85141205894433,-179.42895185282381,-185.32757509589914
1743,-171.9355748963578,-179.42868643647796,-185.41006106619574
1744,-171.88829996313268,-179.44103071565348,-185.34855096355628
1745,-171.8319357543532,-179.59165771871994,-185.38667390146657
1746,-171.8666728753219,-179.60072624463982,-185.4080634627924
1747,-171.71456309544743,-179.53365850791613,-185.40463357484884
1748,-171.69461708065086,-179.4773200539424,-185.34978396187597
1749,-171.76540444468662,-179.50636656653978,-185.37247587447212
1750,-171.83907333485058,-179.4289435356405,-185.26119555132215
1751,-171.88857307339885,-179.4288664027344,-185.3488703598078
1752,-171.8720171923001,-179.42133641687252,-185.32145626592774
1753,-171.87827183351473,-179.42899728231785,-185.3738316660802
1754,-171.86769582567658,-179.27176669091384,-185.3993486668565
1755,-171.9552567151975,-179.30373829863262,-185.40150268722437
1756,-172.12273376912245,-179.28907187329472,-185.43283174253276
1757,-172.14804679680083,-179.16867003703285,-185.44839227442378
1758,-172.15117582423,-179.0887912468097,-185.37713417876233
1759,-172.08066292129166,-179.05753926661816,-185.3907443292647
1760,-172.0246762477484,-178.95142243659814,-185.3724596315204
1761,-171.9835951854186,-178.98971226926233,-185.36440456873237
1762,-172.08533340096557,-178.99658098054124,-185.36396705221097
1763,-172.07521901530225,-178.89524718877357,-185.37202958656235
1764,-172.08062074671074,-178.83357771261265,-185.2588185145002
1765,-171.99095548101926,-178.86293742015442,-185.2686881598603
1766,-172.1145457622863,-178.88829428567792,-185.25291386354752
1767,-172.09708200099635,-178.7596391089843,-185.23012436336998
1768,-172.03986831652372,-178.63001060952166,-185.23887364173382
1769,-172.0188458098123,-178.6198615488771,-185.13191165187584
1770,-172.0811597778499,-178.6591187372066,-185.02534517148584
1771,-172.09604049032313,-178.6029487586286,-185.03763169344685
1772,-172.1286232394354,-178.61131783691383,-185.04294394785177
1773,-172.09196044186388,-178.5972853930877,-184.95547790844896
1774,-172.01190847435296,-178.58064150640567,-184.9780041736855
1775,-172.05437903755202,-178.5448520923694,-184.86629630222333
1776,-172.0453488465835,-178.4981910796634,-184.7655375208834
1777,-172.13427420744262,-178.38946715267423,-184.68676806412725
1778,-172.02677169431837,-178.41482517570427,-184.6198089618294
1779,-172.1280522384339,-178.33022044065768,-184.62724922344472
1780,-172.18475923365872,-178.3095030333679,-184.57976720379355
1781,-172.12048419267614,-178.27033072311983,-184.58649026450274
1782,-172.07381287138,-178.35163843208863,-184.46529077319212
1783,-172.20104137293822,-178.40365122799318,-184.49747500170326
1784,-172.05821084507275,-178.28047366650645,-184.47842108315126
1785,-172.0157585900494,-178.25068528280553,-184.41868642709122
1786,-172.12994619492878,-178.19944920735406,-184.40051046349464
1787,-172.06741654140666,-178.26776762858162,-184.5275881943059
1788,-172.06013986574774,-178.28105703982874,-184.50630061720187
1789,-171.83734856953083,-178.30683404786043,-184.61141040146532
1790,-171.8239896393034,-178.2965354712388,-184.4966675412944
1791,-171.92104908006715,-178.25048435203178,-184.50979294098698
1792,-171.8877090393517,-178.18386302535254,-184.56744129403415
1793,-171.90287802785465,-178.23941765835332,-184.63370920232026
1794,-171.92401462397027,-178.11563133298498,-184.52714449849566
1795,-171.8560892333752,-177.9727036093924,-184.4395288856209
1796,-171.93962191844355,-177.97311021951822,-184.28743811072354
1797,-171.95203736740092,-178.0446920019445,-184.15505868330135
1798,-171.83038894639952,-178.04089454780143,-184.06524234094186
1799,-171.90297747707982,-178.04384433782502,-184.1073461934381
1800,-171.8913167905843,-178.02066014847918,-184.02801192595786
1801,-171.92734921361307,-177.98467855326453,-183.9350815607881
1802,-171.88099760607759,-177.8967874084205,-183.8512220417145
1803,-171.83941723077373,-177.72815429527807,-183.8273977568411
1804,-171.64317915738084,-177.66218336878313,-183.88175371658124
1805,-171.64363734271697,-177.7701982501098,-183.88768215159178
1806,-171.7323304337701,-177.6893432684937,-183.94271243661905
1807,-171.69589172807142,-177.68924318837514,-183.9225173526869
1808,-171.74096738506304,-177.70325661552258,-183.8357781124496
1809,-171.8215848949027,-177.64038976664534,-183.7778823895631
1810,-171.74698722254084,-177.47119687199137,-183.68865116582703
1811,-171.646483955285,-177.36685431939026,-183.70640784308327
1812,-171.5480882114024,-177.33164048592118,-183.68433592562883
1813,-171.36515175222456,-177.337692573962,-183.68975903008283
1814,-171.3580975607112,-177.4463076612227,-183.60942840157088
1815,-171.21663756288746,-177.35996470351424,-183.5575992913589
1816,-171.30937909184854,-177.3275757372752,-183.4357646329046
1817,-171.318975590939,-177.37688649533595,-183.42324211424457
1818,-171.3401192280789,-177.37580255686797,-183.36235459542402
1819,-171.29407077594738,-177.26694061167174,-183.31126030212602
1820,-171.35368839286463,-177.33091136037092,-183.36056852525851
1821,-171.4474363911899,-177.29297588678247,-183.36563591894975
1822,-171.36925407055475,-177.27488696891865,-183.3100024776944
1823,-171.26992328597117,-177.27965241270837,-183.29230528168273
1824,-171.27729904628507,-177.34728391233415,-183.23455439164283
1825,-171.28016861273025,-177.29160605224217,-183.1853754041856
1826,-171.18426678278658,-177.30249862895064,-183.1465946427389
1827,-171.15065833717773,-177.29474425882435,-183.1038052484153
1828,-171.16259536034744,-177.38633357622163,-183.05395341607993
1829,-171.24889470845292,-177.41697214011302,-182.95986958194726
1830,-171.16890455034334,-177.39781304443127,-182.9357064359254
1831,-171.15911670828012,-177.33872021943228,-182.8308949269928
1832,-171.13305555663464,-177.18029936267484,-182.8346554374874
1833,-171.13027497935346,-177.1236876504681,-182.78083854053557
1834,-171.06839281094545,-177.0569591265778,-182.69835297003945
1835,-170.98442348171517,-177.08060529088243,-182.72635616183933
1836,-170.98459540975387,-177.07750309796492,-182.82274413187275
1837,-170.96926470143882,-176.93010037993935,-182.72536799594258
1838,-170.81895646981545,-176.91375380597134,-182.76271683918426
1839,-170.63581323215973,-176.95007890647435,-182.6662352470791
1840,-170.63977445382287,-176.87669229419265,-182.74572364621903
1841,-170.54458352402574,-176.76385926938747,-182.64430717703792
1842,-170.4885205922692,-176.92428692518692,-182.61659452391598
1843,-170.44194637983378,-176.9849474529341,-182.6538820381202
1844,-170.44310154767498,-176.94514965910156,-182.57426966343684
1845,-170.24172472496872,-176.89592355614116,-182.6188536959861
1846,-170.07336516628175,-176.8295478214277,-182.5929560851244
1847,-170.02178496736443,-176.8390895226101,-182.59472006866014
1848,-169.9001661967417,-176.82325313583027,-182.50067311290212
1849,-169.93572239357178,-176.82264099234845,-182.5852583371249
1850,-169.94814434819574,-176.812004313203,-182.58360771584375
1851,-169.8984960860029,-176.78145601919243,-182.5513232754196
1852,-169.82213739646474,-176.66858987411683,-182.5924298579954
1853,-169.9431054429426,-176.56567713556217,-182.55715847446714
1854,-169.83168999908978,-176.58941469443192,-182.63348854741622
1855,-169.74957327713008,-176.54803866486495,-182.6556534644528
1856,-169.74249337507445,-176.57732449897873,-182.60367762145913
1857,-169.75839789684665,-176.53360770042022,-182.5944402299297
1858,-169.84465118498701,-176.4601960332652,-182.52058572844825
1859,-169.8721775653525,-176.48373650727825,-182.59060727747558
1860,-169.81047993182074,-176.49525285383945,-182.57486996346296
1861,-169.9371370883949,-176.5183574841785,-182.53301433758898
1862,-169.94808704378167,-176.6716235783926,-182.57205804888633
1863,-169.9244974629048,-176.7131041545327,-182.50177812050674
1864,-169.90281854213615,-176.61887079388478,-182.51257111646916
1865,-169.82571335494163,-176.56111468425553,-182.53251889344602
1866,-169.8347819218481,-176.49970697362875,-182.5062274403766
1867,-169.90574326333115,-176.4521609976194,-182.4353086298146
1868,-169.92024785697959,-176.45114690640816,-182.42091001264092
1869,-169.80070632815682,-176.34660654895663,-182.32888880969938
1870,-169.71956807060621,-176.28180177447882,-182.27939512546095
1871,-169.60568826375624,-176.35073939789459,-182.24347628266625
1872,-169.6229593835514,-176.19008821866612,-182.2393915952125
1873,-169.63875665602978,-176.1722077009399,-182.15151238230357
1874,-169.7457325918903,-176.19497862253235,-182.0790917201459
1875,-169.6906344690054,-176.24181254896334,-181.98017299077276
1876,-169.801579592217,-176.22429987346248,-181.89126211944276
1877,-169.88941901031714,-176.277228586921,-181.8622130788315
1878,-169.6822474395065,-176.2474144235341,-181.91573627489097
1879,-169.63071838038007,-176.30847406235642,-181.91262105715128
1880,-169.59699975176645,-176.32262176916754,-181.8431542876728
1881,-169.64909432541398,-176.2504370045873,-181.8615947810497
1882,-169.62413424950302,-176.17681366400348,-181.8060543175443
1883,-169.60267172552602,-176.22668082241108,-181.74884445968183
1884,-169.49221142301423,-176.0905343724677,-181.7235974011432
1885,-169.4097426031634,-176.0876539049521,-181.69309884717399
1886,-169.15638079200755,-176.035153170171,-181.5997717937027
1887,-169.0974471482616,-175.93786837253572,-181.54531360265162
1888,-169.18931594805687,-175.97039022680727,-181.56210436353513
1889,-169.3298136854912,-175.90153094786288,-181.51723043781513
1890,-169.29378242974212,-175.9322376813309,-181.53976063941744
1891,-169.31741950324005,-175.88445009144408,-181.45640174624563
1892,-169.23438294827963,-175.84537042376178,-181.47665288710562
1893,-169.19977386272944,-175.84809017736114,-181.46145165912446
1894,-169.14983312070882,-175.87577071626652,-181.4601264873035
1895,-169.14448243906944,-175.92027885787675,-181.45432651875672
1896,-168.98485394602727,-175.95523817693766,-181.42627202215286
1897,-168.8942048253004,-175.96972254394544,-181.50948884218832
1898,-168.78845843153968,-176.00846603532466,-181.5225113348427
1899,-168.65833950243888,-175.96368053298534,-181.48726076436583
1900,-168.65691769057264,-176.0091870702119,-181.49529211667743
1901,-168.70916840853994,-175.92806097845815,-181.48025147385607
1902,-168.6398291276701,-175.96017240009465,-181.38317599782755
1903,-168.4685774741159,-175.91899338849922,-181.26817635863264
1904,-168.46073085689915,-175.80495420514262,-181.2775276243301
1905,-168.40578996405569,-175.7660876728744,-181.21336625060331
1906,-168.34734801268488,-175.67733002876895,-181.17670728956045
1907,-168.3426833310793,-175.71142924730628,-181.2940032397796
1908,-168.21809349547874,-175.75816010363474,-181.31964796943464
1909,-168.12138960444423,-175.6816352684345,-181.17355822151228
1910,-168.16970662679842,-175.79174118697262,-181.18861334302923
1911,-168.04268506369243,-175.61865475771862,-181.17901610609476
1912,-168.07778424912357,-175.601633357361,-181.1416679530787
1913,-167.9758692250013,-175.55864736487473,-181.06704198063716
1914,-167.97211033646667,-175.53250021179258,-180.94618577915975
1915,-167.85728329166164,-175.49853271839027,-180.9482022585662
1916,-167.75474321919722,-175.4815198783299,-180.89528529238498
1917,-167.70267612770294,-175.47398209563164,-180.889625675546
1918,-167.66269988683337,-175.5566552845229,-180.94930144060737
1919,-167.6280499008772,-175.54066060327807,-180.97896354323854
1920,-167.55911223464938,-175.48735782310143,-180.95835616618731
1921,-167.4683506015049,-175.42362812209538,-180.91177290029088
1922,-167.33805626866257,-175.45643020614608,-180.8906442577125
1923,-167.3383828201667,-175.38374731105827,-180.76940412257474
