algorithm,latency_ms
FL-DQN,247.43777810811386
FL-DQN,242.25765572311258
FL-DQN,238.01701117795898
FL-DQN,214.65380810563548
FL-DQN,226.32793371951192
FL-DQN,254.1593035673519
FL-DQN,195.829464640305
FL-DQN,196.63413552430657
FL-DQN,224.16866753031232
FL-DQN,232.11950946902542
FL-DQN,189.98037902502384
FL-DQN,215.45807284394752
FL-DQN,214.80404167622132
FL-DQN,142.68047606948198
FL-DQN,210.53380436520217
FL-DQN,212.65119368315214
FL-DQN,212.55003994401736
FL-DQN,266.1410853356271
FL-DQN,176.66285785069823
FL-DQN,189.96283257904318
FL-DQN,129.18534285714264
FL-DQN,201.6488333500792
FL-DQN,204.54811915971598
FL-DQN,200.6607760046353
FL-DQN,255.66102954244784
FL-DQN,247.26099575945676
FL-DQN,220.64712862508833
FL-DQN,205.39915617964468
FL-DQN,252.89044871563337
FL-DQN,217.32823276558105
FL-DQN,190.17881867677244
FL-DQN,159.64754496552524
FL-DQN,202.9953072075468
FL-DQN,243.6578829838687
FL-DQN,295.40231544446505
FL-DQN,220.09475177044217
FL-DQN,191.97791248590966
FL-DQN,177.71118291833673
FL-DQN,236.76646647439037
FL-DQN,158.00305421893486
FL-DQN,236.7117334477662
FL-DQN,245.80219461293902
FL-DQN,232.83350140991737
FL-DQN,210.53150315408905
FL-DQN,237.2079822205917
FL-DQN,223.8119046183622
FL-DQN,191.54378937673988
FL-DQN,280.91401896075087
FL-DQN,206.04290109324245
FL-DQN,244.3755782152969
FL-DQN,135.7671143883457
FL-DQN,261.4000100145516
FL-DQN,267.9379673182558
FL-DQN,219.0143487623057
FL-DQN,236.9982151810838
FL-DQN,236.98951617465713
FL-DQN,196.1453586322154
FL-DQN,236.60215838493758
FL-DQN,190.5065640243331
FL-DQN,197.3022645960589
FL-DQN,256.31606686921816
FL-DQN,251.13836148380688
FL-DQN,193.98323292806305
FL-DQN,193.05840432096463
FL-DQN,196.04971551643914
FL-DQN,242.90974525982668
FL-DQN,184.0005174524465
FL-DQN,230.1282297272224
FL-DQN,243.392791561566
FL-DQN,214.9996546900346
FL-DQN,252.34216569340754
FL-DQN,207.65345423734706
FL-DQN,210.7289095662069
FL-DQN,184.7736281415169
FL-DQN,252.584029819087
FL-DQN,191.93830480271842
FL-DQN,229.89224180231201
FL-DQN,215.57525371771823
FL-DQN,182.20537585420348
FL-DQN,197.2904931100071
FL-DQN,265.01765612738495
FL-DQN,224.85635644957233
FL-DQN,183.68888839352738
FL-DQN,228.3811617698555
FL-DQN,213.03212292578547
FL-DQN,335.43757767630217
FL-DQN,227.69421060563727
FL-DQN,205.05875519974362
FL-DQN,266.28094920476155
FL-DQN,155.40477031204324
FL-DQN,221.2068853169573
FL-DQN,285.81056881915646
FL-DQN,214.04922433176836
FL-DQN,159.06776448196533
FL-DQN,204.53878921003968
FL-DQN,267.4536133926073
FL-DQN,230.78636627490621
FL-DQN,189.47889227657438
FL-DQN,194.7017445559132
FL-DQN,198.97019078090634
FL-DQN,230.28072805783586
FL-DQN,263.4986685199142
FL-DQN,253.78238243517183
FL-DQN,233.50441419171037
FL-DQN,172.7240781580456
FL-DQN,172.850294524223
FL-DQN,236.13056872126796
FL-DQN,172.2539826702816
FL-DQN,210.33072128366746
FL-DQN,228.34111517033003
FL-DQN,179.32180415766857
FL-DQN,183.17508063179864
FL-DQN,214.79988380469416
FL-DQN,235.12410977581783
FL-DQN,254.09163819406774
FL-DQN,238.63981678219875
FL-DQN,220.5043242297346
FL-DQN,192.6293783790603
FL-DQN,181.58916214128635
FL-DQN,200.63017899680898
FL-DQN,231.9378098893393
FL-DQN,229.44520602532967
FL-DQN,146.60333248534585
FL-DQN,191.2869810389049
FL-DQN,258.9532567546093
FL-DQN,220.69331162534075
FL-DQN,169.82169695449846
FL-DQN,298.09792017433716
FL-DQN,217.015981101298
FL-DQN,231.06735461665588
FL-DQN,231.58384170553458
FL-DQN,205.50175415055367
FL-DQN,193.26249481807258
FL-DQN,290.13694949224197
FL-DQN,252.10899956700354
FL-DQN,245.945864837695
FL-DQN,237.59383251841916
FL-DQN,183.88720872770273
FL-DQN,261.43602651916933
FL-DQN,189.33348962760053
FL-DQN,227.63175113712197
FL-DQN,162.26074321420467
FL-DQN,148.61079907798432
FL-DQN,228.8219008902059
FL-DQN,190.49062491537313
FL-DQN,150.3683025758927
FL-DQN,236.38072310020056
FL-DQN,290.08274621572684
FL-DQN,265.24504879172207
FL-DQN,209.25119190096714
FL-DQN,218.30074042769616
FL-DQN,248.18201273065304
FL-DQN,256.15235267438686
FL-DQN,206.31978555992623
FL-DQN,219.16204233463552
FL-DQN,228.22090342999425
FL-DQN,236.83179488948028
FL-DQN,213.47540097161692
FL-DQN,213.9171016676627
FL-DQN,264.9142992116492
FL-DQN,259.1237038830581
FL-DQN,234.23195949682702
FL-DQN,276.44970838077955
FL-DQN,204.86084408430182
FL-DQN,273.18109725339895
FL-DQN,236.4455250802087
FL-DQN,329.2148881552961
FL-DQN,177.45561448939577
FL-DQN,194.5622614246104
FL-DQN,232.23912615881864
FL-DQN,231.50595780128572
FL-DQN,284.3047254619506
FL-DQN,195.27526076781584
FL-DQN,248.76722963559206
FL-DQN,257.52374215918786
FL-DQN,241.958026295502
FL-DQN,185.3261243745731
FL-DQN,265.86379937864274
FL-DQN,259.79704766472406
FL-DQN,238.38587367287283
FL-DQN,224.94782136510443
FL-DQN,225.68767234150863
FL-DQN,215.32298306386116
FL-DQN,239.78669456458982
FL-DQN,219.05858500012923
FL-DQN,189.1501508380102
FL-DQN,182.34788407586188
FL-DQN,192.43076737582206
FL-DQN,225.55249624668136
FL-DQN,217.08350156120295
FL-DQN,225.32168897181748
FL-DQN,235.0276465405678
FL-DQN,196.6710885188261
FL-DQN,267.83244572374184
FL-DQN,208.89783188038587
FL-DQN,203.26348251742868
FL-DQN,234.40113206930337
FL-DQN,155.55865311924754
FL-DQN,191.12182870942075
FL-DQN,251.35647515552233
FL-DQN,158.92765441188823
FL-DQN,255.9975226957273
FL-DQN,269.3786432562106
FL-DQN,205.43851851399256
FL-DQN,227.92163409249454
FL-DQN,256.0489608849349
FL-DQN,202.12916760652033
FL-DQN,247.50436769789016
FL-DQN,195.18094096555717
FL-DQN,201.7615220266719
FL-DQN,190.8225602129509
FL-DQN,229.6500047726233
FL-DQN,257.37094778722866
FL-DQN,211.7401603080164
FL-DQN,174.7775285629783
FL-DQN,181.18796804224826
FL-DQN,231.4163803265984
FL-DQN,280.69995805540515
FL-DQN,231.3866499766895
FL-DQN,204.8455172778574
FL-DQN,244.05025487290965
FL-DQN,209.8570463900506
FL-DQN,205.13830260961697
FL-DQN,185.41239040636106
FL-DQN,265.8872607043761
FL-DQN,131.66693080514744
FL-DQN,245.12721280949515
FL-DQN,202.23267211488374
FL-DQN,204.04841513064517
FL-DQN,275.53871530800564
FL-DQN,193.71954286519826
FL-DQN,194.87764876303405
FL-DQN,213.56659587673596
FL-DQN,232.0708111176161
FL-DQN,202.97690340204244
FL-DQN,164.4887963617799
FL-DQN,188.56626185001997
FL-DQN,261.56535111979366
FL-DQN,220.5424108306074
FL-DQN,233.33696764592995
FL-DQN,209.11167895611672
FL-DQN,195.57707833010883
FL-DQN,275.03736129576396
FL-DQN,211.60147686026326
FL-DQN,202.92542409607768
FL-DQN,255.26884045608153
FL-DQN,193.4397477985089
FL-DQN,197.77927031168412
FL-DQN,218.34838725657454
FL-DQN,218.00918353899812
FL-DQN,226.8267858287093
FL-DQN,289.1167490394466
FL-DQN,229.4324403759806
FL-DQN,137.1461652664728
FL-DQN,229.09416407667308
FL-DQN,219.28791981264635
FL-DQN,219.47730082794956
FL-DQN,226.36220851946982
FL-DQN,217.02493821905682
FL-DQN,216.21118883611678
FL-DQN,238.84350313220673
FL-DQN,199.56925289538697
FL-DQN,185.77866458826804
FL-DQN,320.80856938916133
FL-DQN,193.66084691143806
FL-DQN,221.4048590236426
FL-DQN,167.14755147023752
FL-DQN,221.95992611174836
FL-DQN,186.27033127656262
FL-DQN,202.95591994309962
FL-DQN,253.5321986362182
FL-DQN,234.04832532485452
FL-DQN,237.32592383554385
FL-DQN,157.77903549467666
FL-DQN,280.45443577418644
FL-DQN,177.47603542797626
FL-DQN,269.9710676859914
FL-DQN,252.73249144337052
FL-DQN,237.62931322067914
FL-DQN,188.93051744911503
FL-DQN,223.15405472386377
FL-DQN,201.98867203807475
FL-DQN,218.98734543117993
FL-DQN,209.50434319109095
FL-DQN,148.6872427765381
FL-DQN,256.140661133476
FL-DQN,215.2423566773217
FL-DQN,201.51678641692394
FL-DQN,198.9488740837879
FL-DQN,230.18762559647013
FL-DQN,187.61228449798796
FL-DQN,141.32403101188254
FL-DQN,231.8424133090814
FL-DQN,235.64950193053193
FL-DQN,211.21251796096047
FL-DQN,178.9713022435397
FL-DQN,221.0238083902357
FL-DQN,168.205899477338
FL-DQN,183.07415971261958
FL-DQN,192.4762701588585
FL-DQN,246.6939284103129
FL-DQN,205.67122768514483
FL-DQN,202.77254199960035
FL-DQN,284.45954552398234
FL-DQN,229.98372490441628
FL-DQN,229.52581335614408
FL-DQN,205.43017466290166
FL-DQN,197.72336330034955
FL-DQN,143.66218103941688
FL-DQN,250.93717808540097
FL-DQN,233.2425299957169
FL-DQN,211.90835623074395
FL-DQN,213.3342921375673
FL-DQN,243.0289049168759
FL-DQN,165.139857515285
FL-DQN,197.94403472717062
FL-DQN,179.36570266165396
FL-DQN,278.23131560454937
FL-DQN,247.77228808301223
FL-DQN,143.1084502013976
FL-DQN,166.53210469424084
FL-DQN,213.50024710584546
FL-DQN,201.93703278953757
FL-DQN,172.97100492538578
FL-DQN,284.12191608011665
FL-DQN,228.6263570754077
FL-DQN,234.1437549773451
FL-DQN,194.47149172610472
FL-DQN,242.55732100405208
FL-DQN,205.0652861266116
FL-DQN,208.36633209394503
FL-DQN,238.77406663405884
FL-DQN,162.61408278794983
FL-DQN,272.2989472349334
FL-DQN,224.2012333006118
FL-DQN,261.5521030985344
FL-DQN,181.43572827496018
FL-DQN,186.61238578304145
FL-DQN,178.4953924656064
FL-DQN,226.5101208706045
FL-DQN,220.24343226522038
FL-DQN,202.20999814613987
FL-DQN,183.52164744190048
FL-DQN,174.93572682915135
FL-DQN,216.35154738399768
FL-DQN,202.1700494939876
FL-DQN,194.6893622598191
FL-DQN,270.60104252847475
FL-DQN,215.20092694144705
FL-DQN,261.18145975351547
FL-DQN,199.8694257887883
FL-DQN,226.32239364915432
FL-DQN,216.11381544728462
FL-DQN,160.28084147638384
FL-DQN,266.56350241297304
FL-DQN,213.40477736089787
FL-DQN,243.37821946752067
FL-DQN,192.431023436307
FL-DQN,212.395291026288
FL-DQN,188.52701976260593
FL-DQN,260.0239484139554
FL-DQN,228.58791781332297
FL-DQN,230.4798199071502
FL-DQN,264.1782610015693
FL-DQN,257.31560409456677
FL-DQN,244.0216462286337
FL-DQN,169.66127020072628
FL-DQN,194.34690993643275
FL-DQN,183.86780337561402
FL-DQN,242.73614558327716
FL-DQN,223.80216601950175
FL-DQN,170.7225772565598
FL-DQN,211.58269675761827
FL-DQN,167.20018058556153
FL-DQN,216.19267940562816
FL-DQN,161.7173348644357
FL-DQN,235.98013477507683
FL-DQN,230.8507292851585
FL-DQN,282.87024877379395
FL-DQN,246.82769184290964
FL-DQN,203.62091530203492
FL-DQN,245.8143831713325
FL-DQN,170.47942804786393
FL-DQN,185.2759314748431
FL-DQN,229.32684609055374
FL-DQN,144.6195114665705
FL-DQN,216.73653331224799
FL-DQN,183.3110480679737
FL-DQN,221.44443987521095
FL-DQN,181.35696382639304
FL-DQN,232.4244366734764
FL-DQN,218.65713240469125
FL-DQN,265.61244117396524
FL-DQN,218.22897415945516
FL-DQN,191.86614463131014
FL-DQN,209.60588090187238
FL-DQN,172.29596250143112
FL-DQN,231.80866665998497
FL-DQN,238.05490837471925
FL-DQN,301.95266524755584
FL-DQN,196.85757631945023
FL-DQN,208.8949844950438
FL-DQN,198.42421016910066
FL-DQN,225.21186583846162
FL-DQN,230.97747817230686
FL-DQN,216.18525528943064
FL-DQN,254.9350811736831
FL-DQN,197.02269687233758
FL-DQN,251.5299176282842
FL-DQN,236.3089270237968
FL-DQN,217.59098272343581
FL-DQN,207.29215421425707
FL-DQN,300.50670379686653
FL-DQN,190.2217058747693
FL-DQN,228.1297280169261
FL-DQN,192.4925516117675
FL-DQN,278.7111054531244
FL-DQN,248.15209517917293
FL-DQN,194.9361041194011
FL-DQN,235.42822977666177
FL-DQN,226.76165452340288
FL-DQN,200.43475809285889
FL-DQN,243.7775833857579
FL-DQN,231.23638329754993
FL-DQN,225.33375627212237
FL-DQN,216.5747298177608
FL-DQN,232.65585274838816
FL-DQN,225.79918049074362
FL-DQN,220.0091733228506
FL-DQN,196.20545885642284
FL-DQN,275.58805218592477
FL-DQN,182.2857219261494
FL-DQN,232.53963144191133
FL-DQN,207.11181476175128
FL-DQN,277.82460716127616
FL-DQN,187.28159373438942
FL-DQN,193.00104910014872
FL-DQN,185.02618584909794
FL-DQN,228.99781173232074
FL-DQN,171.31627757466617
FL-DQN,201.73003117823595
FL-DQN,144.8195620229543
FL-DQN,226.17432604035508
FL-DQN,200.99269480228708
FL-DQN,167.406070706317
FL-DQN,254.91071970111798
FL-DQN,173.53932545491205
FL-DQN,245.09608546095933
FL-DQN,194.16461198441465
FL-DQN,272.45342684844445
FL-DQN,243.48471832348898
FL-DQN,183.72637239028305
FL-DQN,186.81919322484958
FL-DQN,238.58785697762653
FL-DQN,209.07914355585433
FL-DQN,212.24235476127356
FL-DQN,261.2561213002513
FL-DQN,192.54457830542148
FL-DQN,221.10398825396544
FL-DQN,250.4573449841784
FL-DQN,245.50999460511042
FL-DQN,212.57316930429712
FL-DQN,208.1772000510096
FL-DQN,158.88027427428833
FL-DQN,182.08767024938334
FL-DQN,228.82421370354095
FL-DQN,213.31200557596398
FL-DQN,220.5475206712517
FL-DQN,253.33462272755804
FL-DQN,177.63101429188268
FL-DQN,209.9698697240899
FL-DQN,224.4161727559814
FL-DQN,194.05856212246647
FL-DQN,266.67022187353217
FL-DQN,248.89195125484702
FL-DQN,227.8645331210177
FL-DQN,279.00388049717196
FL-DQN,167.03756049325517
FL-DQN,217.73730644240683
FL-DQN,230.45545694375807
FL-DQN,186.90512840900664
FL-DQN,228.22429442180277
FL-DQN,180.37619521121215
FL-DQN,241.4789488213246
FL-DQN,253.96638211638282
FL-DQN,227.25933563836315
FL-DQN,155.00487428779184
FL-DQN,185.12902028035484
FL-DQN,237.20014010924746
FL-DQN,218.72075387942044
FL-DQN,126.4039109984554
FL-DQN,260.25623305152016
FL-DQN,222.6463212126303
FL-DQN,190.15146142399846
FL-DQN,251.82849031726658
FL-DQN,194.96363956116545
FL-DQN,194.59262800145672
FL-DQN,230.18399013447723
FL-DQN,278.555307614238
FL-DQN,273.2019640510781
FL-DQN,230.2301909627396
FL-DQN,233.72111240091087
FL-DQN,244.91096369088405
FL-DQN,175.26255503744213
FL-DQN,239.9010434631674
FL-DQN,193.04150208312004
FL-DQN,228.82825427108375
FL-DQN,210.26610066135052
FL-DQN,235.04108312188328
FL-DQN,222.01551781021965
FL-DQN,113.51697079207581
FL-DQN,224.08231819797615
FL-DQN,239.83320037817492
FL-DQN,233.16156384350742
FL-DQN,214.5120778289083
FL-DQN,273.8334975256338
FL-DQN,228.5866863901365
FL-DQN,232.88089220656562
FL-DQN,253.51272439771935
FL-DQN,230.32816198968436
FL-DQN,187.46739638391708
FL-DQN,135.09652793149286
FL-DQN,201.77788933138524
FL-DQN,243.87214787995796
FL-DQN,205.9947247317946
FL-DQN,245.2400646575788
FL-DQN,223.05675798128928
FL-DQN,261.7942463889143
FL-DQN,207.96263195789751
FL-DQN,233.8989041033014
FL-DQN,235.20009219420223
FL-DQN,269.0544636694606
FL-DQN,159.97433158463454
FL-DQN,202.41411866519263
FL-DQN,246.84954758320913
FL-DQN,270.56048031247406
FL-DQN,226.16243142983075
FL-DQN,208.04805840966944
FL-DQN,243.74202453493112
FL-DQN,247.53589095787723
FL-DQN,205.77150292531155
FL-DQN,229.23044861403656
FL-DQN,258.13792692200695
FL-DQN,282.27560577133136
FL-DQN,243.24856861399994
FL-DQN,219.50072248663017
FL-DQN,216.16144401471112
FL-DQN,236.95148294458318
FL-DQN,214.0671233556987
FL-DQN,224.4477769667612
FL-DQN,182.03220700595026
FL-DQN,262.0999446806994
FL-DQN,179.23371927694492
FL-DQN,203.30820014459758
FL-DQN,221.31817086896166
FL-DQN,285.6935539162137
FL-DQN,203.62877851502088
FL-DQN,195.35546232534654
FL-DQN,199.272224810651
FL-DQN,274.40250369878464
FL-DQN,122.38020222079528
FL-DQN,183.90690758694805
FL-DQN,310.86381611142474
FL-DQN,238.08999049871565
FL-DQN,180.39651172246653
FL-DQN,216.57478860605778
FL-DQN,220.2934552463073
FL-DQN,246.7682583607906
FL-DQN,280.54306809596716
FL-DQN,231.21075716349333
FL-DQN,199.64719769755933
FL-DQN,244.76087103133895
FL-DQN,194.25940830666272
FL-DQN,182.866525136373
FL-DQN,158.16309835348088
FL-DQN,164.78563458698636
FL-DQN,187.52086469177476
FL-DQN,177.95514789817037
FL-DQN,228.6500419307404
FL-DQN,177.2203379219828
FL-DQN,111.11534573115871
FL-DQN,182.50699966395817
FL-DQN,201.95677197747173
FL-DQN,197.41471741235318
FL-DQN,269.6638390965123
FL-DQN,197.1395529841689
FL-DQN,247.95139774877273
FL-DQN,217.3545916108507
FL-DQN,216.56163932713164
FL-DQN,189.59707017916674
FL-DQN,216.00138984625391
FL-DQN,191.98673168548783
FL-DQN,223.7808266846554
FL-DQN,209.9675124907946
FL-DQN,185.8826502714856
FL-DQN,251.72440754982023
FL-DQN,232.51257632072847
FL-DQN,202.76586703916357
FL-DQN,222.94676359920055
FL-DQN,215.15003426893324
FL-DQN,188.5019081330487
FL-DQN,220.39687178671957
FL-DQN,196.88560033654926
FL-DQN,185.87224958891662
FL-DQN,162.82591077093815
FL-DQN,205.80734997968656
FL-DQN,237.2770024258466
FL-DQN,194.38158198511877
FL-DQN,303.70409553337095
FL-DQN,248.1133122241929
FL-DQN,262.3472245104563
FL-DQN,245.0382624105078
FL-DQN,280.99740914791147
FL-DQN,191.24193256193357
FL-DQN,130.93492888760687
FL-DQN,202.83172931600197
FL-DQN,236.9794315686163
FL-DQN,223.15157703943126
FL-DQN,227.36606877290464
FL-DQN,262.9109400907757
FL-DQN,230.989957531725
FL-DQN,245.16303953809472
FL-DQN,186.0548667770062
FL-DQN,180.75661456665475
FL-DQN,272.87987338283256
FL-DQN,221.4306521950003
FL-DQN,196.81020776283142
FL-DQN,196.87258721939799
FL-DQN,195.92981386429923
FL-DQN,193.89539328444138
FL-DQN,174.37297471147556
FL-DQN,166.9857063245027
FL-DQN,211.36985115974974
FL-DQN,197.84052040910643
FL-DQN,255.64341570507204
FL-DQN,227.96460621107516
FL-DQN,227.02080112265142
FL-DQN,192.7339061431487
FL-DQN,213.88503386348083
FL-DQN,230.27403752346896
FL-DQN,242.35065515023098
FL-DQN,214.80767789837557
FL-DQN,254.6902084970231
FL-DQN,218.27163650287005
FL-DQN,244.9568020296011
FL-DQN,201.34502490796888
FL-DQN,156.3719955366662
FL-DQN,227.12420559262978
FL-DQN,242.66101814698527
FL-DQN,237.56180928145736
FL-DQN,232.35434648887295
FL-DQN,206.14804315753042
FL-DQN,190.57062745084986
FL-DQN,236.75876114748854
FL-DQN,232.49921215074136
FL-DQN,198.9294309113099
FL-DQN,255.72042243252994
FL-DQN,187.9825725053816
FL-DQN,198.16020512110464
FL-DQN,273.6384572196166
FL-DQN,247.53178588295305
FL-DQN,205.82768359970524
FL-DQN,227.7709441278807
FL-DQN,223.2629363138105
FL-DQN,124.64912859076914
FL-DQN,187.17988571790502
FL-DQN,216.27121501828444
FL-DQN,205.8752097969836
FL-DQN,226.4014872042343
FL-DQN,256.4023986402293
FL-DQN,207.06778332176646
FL-DQN,182.0397369318226
FL-DQN,229.04495638937553
FL-DQN,206.89480665869468
FL-DQN,212.6938409720553
FL-DQN,208.07969354879532
FL-DQN,294.2224852003735
FL-DQN,141.81605512606987
FL-DQN,204.79664729349003
FL-DQN,217.87457312795468
FL-DQN,191.4411552623855
FL-DQN,248.59407829236162
FL-DQN,245.65076107646775
FL-DQN,216.37634297138962
FL-DQN,208.7970923183144
FL-DQN,214.193467636124
FL-DQN,214.43725377597443
FL-DQN,215.33531704372407
FL-DQN,211.60803054842881
FL-DQN,226.58327669614135
FL-DQN,243.60921020414742
FL-DQN,176.17115498164839
FL-DQN,182.27742742607293
FL-DQN,158.5503869975602
FL-DQN,247.45751161215838
FL-DQN,226.51099196847574
FL-DQN,235.1790955417142
FL-DQN,169.3970598956421
FL-DQN,278.6882361779247
FL-DQN,197.29906912305785
FL-DQN,223.7189974417827
FL-DQN,247.04907846306463
FL-DQN,184.44268830293356
FL-DQN,199.42497181056933
FL-DQN,224.09184033642973
FL-DQN,315.1540845658
FL-DQN,228.23824125696882
FL-DQN,272.61627912144445
FL-DQN,258.9928869365265
FL-DQN,230.51234124081364
FL-DQN,184.36734376455692
FL-DQN,254.03162276781998
FL-DQN,167.0642483839664
FL-DQN,272.42975420502114
FL-DQN,224.80018047942067
FL-DQN,127.89239939186201
FL-DQN,206.42279276891747
FL-DQN,240.23422591137998
FL-DQN,209.94118831664792
FL-DQN,242.3101975737815
FL-DQN,189.09917829778195
FL-DQN,173.59659932522135
FL-DQN,215.5708562963814
FL-DQN,219.07323268785711
FL-DQN,206.15493206388106
FL-DQN,259.72789898583454
FL-DQN,189.09294924527205
FL-DQN,228.64763064929988
FL-DQN,220.31097901956326
FL-DQN,165.07165762737316
FL-DQN,173.15297375527058
FL-DQN,218.40497455245347
FL-DQN,285.36079995535675
FL-DQN,237.69517360455959
FL-DQN,159.3284159450825
FL-DQN,112.24340578594251
FL-DQN,242.92382216214892
FL-DQN,214.72874158044124
FL-DQN,256.8030429633526
FL-DQN,188.055590695811
FL-DQN,229.9072249271899
FL-DQN,246.76989774294734
FL-DQN,202.78623630097962
FL-DQN,203.51309061214377
FL-DQN,218.85893625734528
FL-DQN,236.45099578305118
FL-DQN,217.51264384659504
FL-DQN,251.11587548382255
FL-DQN,202.294203564921
FL-DQN,172.8345630142543
FL-DQN,285.21716251584814
FL-DQN,197.44245295755684
FL-DQN,198.6729691535966
FL-DQN,215.76268708354573
FL-DQN,220.28415772823536
FL-DQN,204.8527561553984
FL-DQN,217.4072475037337
FL-DQN,216.6480841314421
FL-DQN,223.94385711870743
FL-DQN,137.84542639443126
FL-DQN,281.94979443826685
FL-DQN,212.99219733982505
FL-DQN,237.7411690611975
FL-DQN,171.1445543878432
FL-DQN,201.9859911175255
FL-DQN,195.14126054510592
FL-DQN,267.9706079932905
FL-DQN,198.08233736757998
FL-DQN,243.7747195559631
FL-DQN,195.88570460911137
FL-DQN,202.6109560517659
FL-DQN,209.6512943831767
FL-DQN,261.6507343121962
FL-DQN,153.74500959297598
FL-DQN,173.26743912066928
FL-DQN,151.79162436654622
FL-DQN,181.02492792811069
FL-DQN,190.40559825946835
FL-DQN,163.1076373609268
FL-DQN,193.03897661510126
FL-DQN,149.4997076482639
FL-DQN,183.38838339189886
FL-DQN,258.8142935969468
FL-DQN,231.7219943895575
FL-DQN,224.37390085386593
FL-DQN,183.90552908651011
FL-DQN,165.7731113924794
FL-DQN,179.26869343183446
FL-DQN,216.5308658855355
FL-DQN,247.51801051070672
FL-DQN,248.6804921826009
FL-DQN,239.44082032443333
FL-DQN,192.92306662168988
FL-DQN,218.8346943017356
FL-DQN,207.07435397873365
FL-DQN,211.15954804117848
FL-DQN,287.26234849663365
FL-DQN,158.09199194187718
FL-DQN,210.02098825864314
FL-DQN,259.1994628446693
FL-DQN,168.1596891688597
FL-DQN,196.1125875409475
FL-DQN,200.01269108270026
FL-DQN,210.40814945016453
FL-DQN,163.7374565733886
FL-DQN,238.23972605149334
FL-DQN,240.6537676054469
FL-DQN,235.28476105061023
FL-DQN,188.40729507410325
FL-DQN,220.94136688676804
FL-DQN,187.41903185465102
FL-DQN,206.69171353376856
FL-DQN,291.21790952380985
FL-DQN,221.2536428382727
FL-DQN,177.6240964164361
FL-DQN,224.13140158257306
FL-DQN,172.03893851384748
FL-DQN,177.2336466544896
FL-DQN,182.6018133777411
FL-DQN,202.89347862534677
FL-DQN,249.85694585003284
FL-DQN,237.66553873257254
FL-DQN,235.78184116040916
FL-DQN,180.63656476992156
FL-DQN,199.59531191518795
FL-DQN,227.2480376340284
FL-DQN,196.63712049679395
FL-DQN,208.53554102976264
FL-DQN,233.0061955460183
FL-DQN,206.14172883915575
FL-DQN,225.68602602946885
FL-DQN,272.15276750466535
FL-DQN,212.1568008344421
FL-DQN,258.097485530453
FL-DQN,237.01858228845018
FL-DQN,168.11377222144995
FL-DQN,180.52734100504017
FL-DQN,189.6577399756235
FL-DQN,188.93561282428536
FL-DQN,214.93014863236832
FL-DQN,238.89789763478194
FL-DQN,260.6753861679606
FL-DQN,228.4779530166528
FL-DQN,202.84689509419087
FL-DQN,147.2037977165843
FL-DQN,220.4000455641895
FL-DQN,218.8761865856297
FL-DQN,224.21957762032457
FL-DQN,289.6121701219133
FL-DQN,260.18028257056443
FL-DQN,244.6920712204995
FL-DQN,185.2893775775656
FL-DQN,200.55817852731073
FL-DQN,214.77528336443092
FL-DQN,191.63615778364797
FL-DQN,235.015793849494
FL-DQN,230.13490087333395
FL-DQN,180.99753503614045
FL-DQN,258.69176810926825
FL-DQN,221.47855134950126
FL-DQN,159.21158101076347
FL-DQN,216.25434281627105
FL-DQN,227.56101950137875
FL-DQN,251.07494028881518
FL-DQN,206.52580229369505
FL-DQN,246.14990109320505
FL-DQN,224.36282755018735
FL-DQN,173.28814329272228
FL-DQN,169.88432970159454
FL-DQN,256.1670355850779
FL-DQN,258.66346206498014
FL-DQN,228.97891383376057
FL-DQN,268.85402852012095
FL-DQN,253.92473486741463
FL-DQN,241.2433768023105
FL-DQN,187.01540938305516
FL-DQN,276.8685775350997
FL-DQN,236.23424869508128
FL-DQN,204.88148166320485
FL-DQN,195.27881981961986
FL-DQN,226.73064857147114
FL-DQN,161.18399111549255
FL-DQN,241.78889136199734
FL-DQN,185.5785923004031
FL-DQN,230.60067570002576
FL-DQN,200.26490852982258
FL-DQN,209.00976376736008
FL-DQN,192.2650643259878
FL-DQN,212.51819933985274
FL-DQN,282.23890456459003
FL-DQN,265.09202731965377
FL-DQN,230.05228446984552
FL-DQN,217.13999497079163
FL-DQN,246.70284048355808
FL-DQN,256.4189933996569
FL-DQN,189.786175004944
FL-DQN,215.36707850050513
FL-DQN,156.05342019468526
FL-DQN,256.18547174887044
FL-DQN,288.2108247618291
FL-DQN,220.72280923718492
FL-DQN,145.74965575329745
FL-DQN,238.70227756361905
FL-DQN,187.26096835093128
FL-DQN,195.44611898340835
FL-DQN,239.30359725289412
FL-DQN,226.65484026743263
FL-DQN,201.40430163848754
FL-DQN,195.9134084915434
FL-DQN,222.2784258775083
FL-DQN,204.0781712145795
FL-DQN,180.28593745749777
FL-DQN,206.69285182973576
FL-DQN,229.54614919067626
FL-DQN,211.94448212813248
FL-DQN,169.9407076595617
FL-DQN,251.62819712676833
FL-DQN,124.88041114392665
FL-DQN,202.8235847290332
FL-DQN,196.91325254516687
FL-DQN,223.0380818476281
FL-DQN,237.09650146529302
FL-DQN,256.3100034808752
FL-DQN,193.77823430602655
FL-DQN,237.9437994693384
FL-DQN,224.65782518796968
FL-DQN,159.8076612437704
FL-DQN,282.61836868475973
FL-DQN,169.08164567383324
FL-DQN,232.2629072585303
FL-DQN,231.2586381027234
FL-DQN,227.37165059918863
FL-DQN,201.18438600650535
FL-DQN,246.1265901387771
